词汇,清华词频,字数,搜狗重合,八股文重合,前两个AND
枸杞山药粥,3,5,1,0,0
桂花红烧肉,3,5,1,0,0
桑叶眉豆卷,3,5,1,0,0
桑椹红枣汤,3,5,1,0,0
水晶明虾球,3,5,1,0,0
水煮白扎肉,3,5,1,0,0
泡菜炒肉末,3,5,1,0,0
海鲜豆腐羹,3,5,1,0,0
淮杞炖羊肉,3,5,1,0,0
清蒸杞甲鱼,3,5,1,0,0
清蒸西瓜鸡,3,5,1,0,0
渭南水晶饼,3,5,1,0,0
炸佛手通脊,3,5,1,0,0
炸吉利排骨,3,5,1,0,0
烧罗汉面筋,3,5,1,0,0
玫瑰薄荷茶,3,5,1,0,0
生炒蒜苔肉,3,5,1,0,0
田纳西黑泥,3,5,1,0,0
百果提浆饼,3,5,1,0,0
盐菜回锅肉,3,5,1,0,0
绿茶糯米卷,3,5,1,0,0
翡翠瑶柱羹,3,5,1,0,0
老妈子带鱼,3,5,1,0,0
胡桃豆腐羹,3,5,1,0,0
花生酥心糖,3,5,1,0,0
苣荬菜包子,3,5,1,0,0
苯基苯酚钠,3,5,1,0,0
菊花海鲜锅,3,5,1,0,0
落叶琵琶虾,3,5,1,0,0
蜜汁一品肉,3,5,1,0,0
蟹粉西兰花,3,5,1,0,0
西式米花糕,3,5,1,0,0
豆苗蘑菇汤,3,5,1,0,0
豉椒炒牛肉,3,5,1,0,0
豉汁蟠龙鳝,3,5,1,0,0
通草炖猪脚,3,5,1,0,0
酸汤龙骨面,3,5,1,0,0
酸腌菜炒藕,3,5,1,0,0
醋辣白菜梗,3,5,1,0,0
野生大鱼坊,3,5,1,0,0
锅贴石斑夹,3,5,1,0,0
阿胶养阴粥,3,5,1,0,0
雁荡白云茶,3,5,1,0,0
青豆牛肉末,3,5,1,0,0
韩式烤鱿鱼,3,5,1,0,0
馄饨香蕉卷,3,5,1,0,0
香芒心太软,3,5,1,0,0
香草绿豆糕,3,5,1,0,0
香酥竹荪鱼,3,5,1,0,0
鱼香油菜苔,3,5,1,0,0
鲜椒嫩仔鸡,3,5,1,0,0
鲜牛奶煮鱼,3,5,1,0,0
鸡蓉奶油羹,3,5,1,0,0
黄豆猪肝汤,3,5,1,0,0
一品蒸黄鱼,4,5,1,0,0
一品豆腐汤,4,5,1,0,0
三色鸡鱼丸,4,5,1,0,0
上汤奶白菜,4,5,1,0,0
二仙烧羊肉,4,5,1,0,0
冬瓜连锅汤,4,5,1,0,0
凉瓜浸田鸡,4,5,1,0,0
千岛汁鸡球,4,5,1,0,0
吴常昌牛巴,4,5,1,0,0
奶油花蛋糕,4,5,1,0,0
干煸鳝鱼丝,4,5,1,0,0
干贝萝卜汤,4,5,1,0,0
明炉梅子鸭,4,5,1,0,0
木瓜煲老鸭,4,5,1,0,0
杏仁银肺汤,4,5,1,0,0
果胶裂解酶,4,5,1,0,0
柠檬薏米水,4,5,1,0,0
梅兰锡咖啡,4,5,1,0,0
椰香咖喱鸡,4,5,1,0,0
水晶翡翠饺,4,5,1,0,0
油爆鱿鱼卷,4,5,1,0,0
燕窝炖雪梨,4,5,1,0,0
牛膝炖猪蹄,4,5,1,0,0
珍珠豆腐羹,4,5,1,0,0
甜玉米饮料,4,5,1,0,0
石屏荔枝酥,4,5,1,0,0
福山烧小鸡,4,5,1,0,0
绿豆乳饮料,4,5,1,0,0
绿豆冬瓜汤,4,5,1,0,0
翠竹粉蒸鱼,4,5,1,0,0
老大房月饼,4,5,1,0,0
苦瓜黑鱼汤,4,5,1,0,0
荞麦面扒糕,4,5,1,0,0
莲香脱骨鸡,4,5,1,0,0
菜豆腐节节,4,5,1,0,0
萝卜氽鲫鱼,4,5,1,0,0
薄荷叶松香,4,5,1,0,0
虎皮梳子肉,4,5,1,0,0
蟹肉西兰花,4,5,1,0,0
西安油酥饼,4,5,1,0,0
西式烤面包,4,5,1,0,0
西柚三文鱼,4,5,1,0,0
通草排骨汤,4,5,1,0,0
酱爆肉酥饼,4,5,1,0,0
醉蟹清炖鸡,4,5,1,0,0
金溪藕丝糖,4,5,1,0,0
金牌手撕鸭,4,5,1,0,0
鲤鱼补血汤,4,5,1,0,0
鸳鸯夹心饼,4,5,1,0,0
麻花酥鲫鱼,4,5,1,0,0
麻辣萝卜丝,4,5,1,0,0
龙眼莲子羹,4,5,1,0,0
七彩什锦煲,5,5,1,0,0
九洞矿泉水,5,5,1,0,0
冰糖哈士蟆,5,5,1,0,0
冰镇番茄汁,5,5,1,0,0
剁椒小芋头,5,5,1,0,0
北杏猪肺汤,5,5,1,0,0
可可麦乳精,5,5,1,0,0
奶油西兰花,5,5,1,0,0
御泉杏仁露,5,5,1,0,0
德式土豆泥,5,5,1,0,0
新都桂花糕,5,5,1,0,0
明珠香芋饼,5,5,1,0,0
杏仁小饼干,5,5,1,0,0
板栗焖仔鸡,5,5,1,0,0
果胶酶制剂,5,5,1,0,0
枸杞牛鞭汤,5,5,1,0,0
桂圆羊肉煲,5,5,1,0,0
油泡鱼青丸,5,5,1,0,0
油豆腐镶肉,5,5,1,0,0
海带萝卜汤,5,5,1,0,0
海米珍珠笋,5,5,1,0,0
漆油炒米酒,5,5,1,0,0
甘麦红枣汤,5,5,1,0,0
生熏大黄鱼,5,5,1,0,0
百草梨膏糖,5,5,1,0,0
糖化酶制剂,5,5,1,0,0
糖醋素排骨,5,5,1,0,0
红枣薏仁粥,5,5,1,0,0
绩溪一品锅,5,5,1,0,0
翡翠鸳鸯带,5,5,1,0,0
肉片炒莴笋,5,5,1,0,0
脆皮马蹄糕,5,5,1,0,0
腊味芋头糕,5,5,1,0,0
芦笋炒牛肉,5,5,1,0,0
莲子银耳梨,5,5,1,0,0
菊花黄浸膏,5,5,1,0,0
薏仁猪肚汤,5,5,1,0,0
蚕豆炒虾仁,5,5,1,0,0
辣味肉皮冻,5,5,1,0,0
连理双味鱼,5,5,1,0,0
酸辣鱿鱼丝,5,5,1,0,0
金牌叉烧酥,5,5,1,0,0
金钱口蘑汤,5,5,1,0,0
长治山楂饼,5,5,1,0,0
香滑椰汁糕,5,5,1,0,0
香蕉蛋奶饼,5,5,1,0,0
鸡蛋熨斗糕,5,5,1,0,0
鹿茸牛肉卷,5,5,1,0,0
黑豆焖猪蹄,5,5,1,0,0
乙酸香叶酯,6,5,1,0,0
什锦麦胚饼,6,5,1,0,0
仁寿芝麻糕,6,5,1,0,0
冬菇鸡脚汤,6,5,1,0,0
奶油小饼干,6,5,1,0,0
峡州碧峰茶,6,5,1,0,0
川鱼头火锅,6,5,1,0,0
强化麦乳精,6,5,1,0,0
扒鲍鱼芦笋,6,5,1,0,0
柠檬小蛋糕,6,5,1,0,0
正明斋糕点,6,5,1,0,0
泡椒黄辣丁,6,5,1,0,0
滇八件糕点,6,5,1,0,0
生炊麒麟鱼,6,5,1,0,0
芝麻酥心糖,6,5,1,0,0
芡实猪肚汤,6,5,1,0,0
荠菜肉馄饨,6,5,1,0,0
莲蓉甘露酥,6,5,1,0,0
菜豆腐稀饭,6,5,1,0,0
葱豉豆腐汤,6,5,1,0,0
豆茸酿枇杷,6,5,1,0,0
银耳汽锅鸡,6,5,1,0,0
馄饨千层饼,6,5,1,0,0
香油米花糖,6,5,1,0,0
香煎土豆饼,6,5,1,0,0
香菇烧菜心,6,5,1,0,0
黑白冰咖啡,6,5,1,0,0
龙眼甜烧白,6,5,1,0,0
丁酸异戊酯,7,5,1,0,0
三色糯米饭,7,5,1,0,0
丝瓜炖豆腐,7,5,1,0,0
乐昌白毛茶,7,5,1,0,0
兔肉炖鸡脚,7,5,1,0,0
冰糖蒸鸡胆,7,5,1,0,0
南宋定胜糕,7,5,1,0,0
南瓜炒虾米,7,5,1,0,0
双色马蹄糕,7,5,1,0,0
台式卤肉酥,7,5,1,0,0
咸味奶油糖,7,5,1,0,0
大白菜水饺,7,5,1,0,0
天目烘青豆,7,5,1,0,0
孔府一品锅,7,5,1,0,0
宁海望海茶,7,5,1,0,0
宝矿力饮料,7,5,1,0,0
富贵黄金卷,7,5,1,0,0
干炒牛肉丝,7,5,1,0,0
春笋炒步鱼,7,5,1,0,0
春笋白拌鸡,7,5,1,0,0
柠檬乳酪饼,7,5,1,0,0
柠汁炸软鸡,7,5,1,0,0
海米白菜汤,7,5,1,0,0
潇湘五元龟,7,5,1,0,0
火腿炒茄瓜,7,5,1,0,0
炒麦穗花鱿,7,5,1,0,0
竹笋香菇汤,7,5,1,0,0
米酒茶香鸭,7,5,1,0,0
糖醋小萝卜,7,5,1,0,0
蛋形巧克力,7,5,1,0,0
蟾蜍水蛇粥,7,5,1,0,0
辣炒鱿鱼丝,7,5,1,0,0
酥炸禾花雀,7,5,1,0,0
金枪鱼面包,7,5,1,0,0
铁板鱿鱼须,7,5,1,0,0
青菜肉丸汤,7,5,1,0,0
香煎南瓜饼,7,5,1,0,0
香芋油鸭煲,7,5,1,0,0
云娜水果捞,8,5,1,0,0
吉安薄酥饼,8,5,1,0,0
咖啡蛋糕卷,8,5,1,0,0
奶油曲奇饼,8,5,1,0,0
奶白鲫鱼汤,8,5,1,0,0
富平太后饼,8,5,1,0,0
小脑壳烧烤,8,5,1,0,0
巴拉塔树胶,8,5,1,0,0
果酱巧克力,8,5,1,0,0
火爆荔枝腰,8,5,1,0,0
烤花揽桂鱼,8,5,1,0,0
牛尾汤罐头,8,5,1,0,0
百合熘鸡片,8,5,1,0,0
糖水杏罐头,8,5,1,0,0
肉酿生麸圆,8,5,1,0,0
腊肉炒菜苔,8,5,1,0,0
芝麻杏仁糊,8,5,1,0,0
茄汁鱼罐头,8,5,1,0,0
茶叶鲫鱼汤,8,5,1,0,0
萝卜连锅汤,8,5,1,0,0
蛋黄千层糕,8,5,1,0,0
豆腐大菜糕,8,5,1,0,0
豆角炒肉片,8,5,1,0,0
鹿鞭壮阳汤,8,5,1,0,0
龙川矿泉水,8,5,1,0,0
主席红烧肉,9,5,1,0,0
人参枸杞酒,9,5,1,0,0
什锦豆腐汤,9,5,1,0,0
伍佑糖麻花,9,5,1,0,0
凉拌红萝卜,9,5,1,0,0
喜年来食品,9,5,1,0,0
彩椒炒香肠,9,5,1,0,0
椒盐八宝鸡,9,5,1,0,0
清炖武山鸡,9,5,1,0,0
生牛肉河粉,9,5,1,0,0
羟基香茅醛,9,5,1,0,0
草莓优酪乳,9,5,1,0,0
通海豆末糖,9,5,1,0,0
降脂益寿茶,9,5,1,0,0
青蒜炒腊肉,9,5,1,0,0
仲景羊肉汤,10,5,1,0,0
冬笋里脊丝,10,5,1,0,0
双林姑嫂饼,10,5,1,0,0
巧克力冰糕,10,5,1,0,0
春风减肥茶,10,5,1,0,0
海米拌黄瓜,10,5,1,0,0
猪肚黄芪汤,10,5,1,0,0
白灼响螺片,10,5,1,0,0
空心鱼丸汤,10,5,1,0,0
肉末烧茄子,10,5,1,0,0
苏稽米花糖,10,5,1,0,0
莼菜黄鱼羹,10,5,1,0,0
采芝斋糖果,10,5,1,0,0
陈醋焖咸蛋,10,5,1,0,0
雪梨炖燕窝,10,5,1,0,0
鲜柠脆虾球,10,5,1,0,0
八宝葫芦鸡,11,5,1,0,0
凤梨烩排骨,11,5,1,0,0
南瓜干儿糕,11,5,1,0,0
南荠草莓饼,11,5,1,0,0
司陶特啤酒,11,5,1,0,0
夜香冬瓜盅,11,5,1,0,0
天目青顶茶,11,5,1,0,0
奶油花生米,11,5,1,0,0
小麦草蛋挞,11,5,1,0,0
川贝炖鹧鸪,11,5,1,0,0
松花淡菜粥,11,5,1,0,0
烩三丝鱼翅,11,5,1,0,0
番茄牛肉羹,11,5,1,0,0
矿泉水冷面,11,5,1,0,0
硝酸硫胺素,11,5,1,0,0
糯米大枣粥,11,5,1,0,0
红烧咕噜肉,11,5,1,0,0
红豆鲤鱼汤,11,5,1,0,0
花生鸡脚汤,11,5,1,0,0
苔菜千层酥,11,5,1,0,0
莲蓉芝麻球,11,5,1,0,0
金钱洋芋饼,11,5,1,0,0
陇县马蹄酥,11,5,1,0,0
香滑鲈鱼球,11,5,1,0,0
香菇西兰花,11,5,1,0,0
鲜菇虾丸汤,11,5,1,0,0
黑豆鲤鱼汤,11,5,1,0,0
双色玫瑰鱼,12,5,1,0,0
培根蔬菜卷,12,5,1,0,0
姜汁热味鸡,12,5,1,0,0
彩虹冰咖啡,12,5,1,0,0
盛百威包装,12,5,1,0,0
粟米菜花汤,12,5,1,0,0
荔枝鱿鱼卷,12,5,1,0,0
蟹粉豆腐羹,12,5,1,0,0
轻身减肥茶,12,5,1,0,0
通草鲫鱼汤,12,5,1,0,0
雀巢冰咖啡,12,5,1,0,0
雪花豆腐羹,12,5,1,0,0
奶香玉米饼,13,5,1,0,0
异戊酸乙酯,13,5,1,0,0
汉中梆梆面,13,5,1,0,0
番茄松鼠鱼,13,5,1,0,0
老世泰糕点,13,5,1,0,0
西施团圆饼,13,5,1,0,0
鲜虾腐皮卷,13,5,1,0,0
化核加应子,14,5,1,0,0
吉祥顶呱呱,14,5,1,0,0
大佛白龙井,14,5,1,0,0
核桃红米饭,14,5,1,0,0
椰汁板兰糕,14,5,1,0,0
欧蕾冰咖啡,14,5,1,0,0
海南椰丝包,14,5,1,0,0
海参武昌鱼,14,5,1,0,0
珊瑚雪花鸡,14,5,1,0,0
琥珀酸二钠,14,5,1,0,0
肉片焖扁豆,14,5,1,0,0
苹果马提尼,14,5,1,0,0
乙酸松油酯,15,5,1,0,0
亚铁氰化钠,15,5,1,0,0
四川辣子鸡,15,5,1,0,0
栗子炒子鸡,15,5,1,0,0
水晶蟹粉卷,15,5,1,0,0
清真酱牛肉,15,5,1,0,0
红烧猪蹄子,15,5,1,0,0
芹菜牛肉丝,15,5,1,0,0
萝卜烧排骨,15,5,1,0,0
鱼香荷包蛋,15,5,1,0,0
黑玫瑰咖啡,15,5,1,0,0
乙酸薄荷酯,16,5,1,0,0
格瓦斯饮料,16,5,1,0,0
潮州烧雁鹅,16,5,1,0,0
羟基硬脂精,16,5,1,0,0
蟹黄小汤包,16,5,1,0,0
鱼片蒸水蛋,16,5,1,0,0
鸡汤煮千丝,16,5,1,0,0
云腿豆焖饭,17,5,1,0,0
天然苋菜红,17,5,1,0,0
干炸赤鳞鱼,17,5,1,0,0
柠檬酸一钠,17,5,1,0,0
桂花核桃冻,17,5,1,0,0
桂花糖大栗,17,5,1,0,0
煮饽饽锅子,17,5,1,0,0
甘草酸三钾,17,5,1,0,0
百合莲子浆,17,5,1,0,0
菠菜丸子汤,17,5,1,0,0
虎跑素火腿,17,5,1,0,0
西瓜酱罐头,17,5,1,0,0
陶陶居上月,17,5,1,0,0
鸡蛋炒菠菜,17,5,1,0,0
黄瓜炒肉丝,17,5,1,0,0
八宝榛子酱,18,5,1,0,0
冰卡布奇诺,18,5,1,0,0
巧克力蛋卷,18,5,1,0,0
曲靖韭菜花,18,5,1,0,0
沙律海鲜卷,18,5,1,0,0
海南萝卜糕,18,5,1,0,0
金华玉树鸡,18,5,1,0,0
青城苦丁茶,18,5,1,0,0
高峰云雾茶,18,5,1,0,0
麻辣猪肉干,18,5,1,0,0
余姚瀑布茶,19,5,1,0,0
冯了性药酒,19,5,1,0,0
山楂核桃茶,19,5,1,0,0
红烧栗子鸡,19,5,1,0,0
金钩挂玉牌,19,5,1,0,0
银花薄荷饮,19,5,1,0,0
五盖山米茶,20,5,1,0,0
原叶冰红茶,20,5,1,0,0
徐舍小酥糖,20,5,1,0,0
抗衰老啤酒,20,5,1,0,0
木瓜生鱼汤,20,5,1,0,0
果酱夹心饼,20,5,1,0,0
清炖狼山鸡,20,5,1,0,0
火腿鸡丝卷,20,5,1,0,0
玫瑰米凉虾,20,5,1,0,0
瓶装金针菇,20,5,1,0,0
白芦笋罐头,20,5,1,0,0
糯米八宝饭,20,5,1,0,0
脆皮炸鲜奶,20,5,1,0,0
脱氢乙酸钠,20,5,1,0,0
苯乙酸甲酯,20,5,1,0,0
葡萄糖酸铜,20,5,1,0,0
酥炸牛肉卷,20,5,1,0,0
利口葡萄酒,21,5,1,0,0
府陈年糟蛋,21,5,1,0,0
新兴牛肉丸,21,5,1,0,0
灵芝恋玉蝉,21,5,1,0,0
炸豆腐丸子,21,5,1,0,0
青岛高粱饴,21,5,1,0,0
麻辣诱惑蛙,21,5,1,0,0
九层塔煎蛋,22,5,1,0,0
养血安胎汤,22,5,1,0,0
皖西黄大茶,22,5,1,0,0
蒜子瑶柱脯,22,5,1,0,0
己酸烯丙酯,23,5,1,0,0
拆烩大鱼头,23,5,1,0,0
浪花天香鱼,23,5,1,0,0
粉蒸牛羊肉,23,5,1,0,0
荷叶粉蒸鸡,23,5,1,0,0
莲子猪心汤,23,5,1,0,0
薰衣草饼干,23,5,1,0,0
蚝油网鲍片,23,5,1,0,0
海水煮海鱼,24,5,1,0,0
番茄炒豆腐,24,5,1,0,0
草莓绿豆粥,24,5,1,0,0
贵妃鸡火锅,24,5,1,0,0
八步红瓜子,25,5,1,0,0
凤凰水仙茶,25,5,1,0,0
在家做蛋糕,25,5,1,0,0
杞子炖羊脑,25,5,1,0,0
盐水肘花儿,25,5,1,0,0
西湖天竺筷,25,5,1,0,0
辣子蒜羊血,25,5,1,0,0
七境堂绿茶,26,5,1,0,0
三鲜木樨汤,26,5,1,0,0
什锦葛仙米,26,5,1,0,0
山楂荷叶茶,26,5,1,0,0
西瓜汁饮料,26,5,1,0,0
黄豆炖猪脚,26,5,1,0,0
倍半碳酸钠,27,5,1,0,0
偶氮甲酰胺,27,5,1,0,0
土豆排骨汤,27,5,1,0,0
富春江鲥鱼,27,5,1,0,0
秀兰邓波尔,27,5,1,0,0
罗汉果冲剂,27,5,1,0,0
遂川狗牯脑,27,5,1,0,0
野生酸枣汁,27,5,1,0,0
锅烧猪蹄儿,27,5,1,0,0
丰城冻米糖,28,5,1,0,0
加味二妙散,28,5,1,0,0
婺源茗眉茶,28,5,1,0,0
栗子黄焖鸡,28,5,1,0,0
青椒牛肉丝,28,5,1,0,0
鸡丝虎掌菌,28,5,1,0,0
麦角钙化醇,28,5,1,0,0
黄石溪毛峰,28,5,1,0,0
东江豆腐煲,29,5,1,0,0
乙酸异戊酯,29,5,1,0,0
树花炖土鸡,29,5,1,0,0
水煮笋罐头,29,5,1,0,0
清汤柴把鸭,29,5,1,0,0
肉片烧茄子,29,5,1,0,0
西乡牛肉干,29,5,1,0,0
鱼茸乳扇卷,29,5,1,0,0
糖醋瓦块鱼,30,5,1,0,0
香煎牛仔骨,30,5,1,0,0
麒麟石斑鱼,30,5,1,0,0
三花减肥茶,31,5,1,0,0
新一代长城,31,5,1,0,0
老汤姆金酒,31,5,1,0,0
老鼎丰月饼,31,5,1,0,0
葡萄糖酸镁,31,5,1,0,0
姜汁热窝鸡,32,5,1,0,0
炒胡萝卜酱,32,5,1,0,0
羟丙基淀粉,32,5,1,0,0
乙酸龙脑酯,33,5,1,0,0
冬瓜炖排骨,33,5,1,0,0
大麦茶饮料,33,5,1,0,0
常州大麻糕,33,5,1,0,0
自来白月饼,33,5,1,0,0
麻酥油卷儿,33,5,1,0,0
清补羊肉汤,34,5,1,0,0
硬壳火腿饼,34,5,1,0,0
莫干黄芽茶,34,5,1,0,0
五彩炒蛇丝,35,5,1,0,0
酱炒萝卜糕,35,5,1,0,0
冰拿铁咖啡,36,5,1,0,0
南山白毛茶,36,5,1,0,0
天麻鱼头汤,36,5,1,0,0
干煽牛肉丝,36,5,1,0,0
沙湾大盘鸡,36,5,1,0,0
甲基苯乙酮,36,5,1,0,0
吞拿鱼罐头,37,5,1,0,0
海南椰子船,37,5,1,0,0
严州干菜鸭,38,5,1,0,0
小桃园煨汤,38,5,1,0,0
板栗红烧肉,38,5,1,0,0
源和堂蜜饯,38,5,1,0,0
葡萄糖酸钾,38,5,1,0,0
辣椒油树脂,38,5,1,0,0
金牌蒜香骨,38,5,1,0,0
鸭血豆腐汤,38,5,1,0,0
三丝牛肉卷,39,5,1,0,0
三北藕丝糖,39,5,1,0,0
全麦芽啤酒,39,5,1,0,0
芹菜拌腐竹,39,5,1,0,0
香辣盆盆虾,39,5,1,0,0
无核小葡萄,40,5,1,0,0
普陀山佛茶,40,5,1,0,0
牛奶朱古力,40,5,1,0,0
戊基肉桂醛,41,5,1,0,0
三原蓼花糖,42,5,1,0,0
热带暴风雨,42,5,1,0,0
甲基丁香酚,42,5,1,0,0
奶油小蛋糕,43,5,1,0,0
白灵菇罐头,43,5,1,0,0
自来红月饼,43,5,1,0,0
雁荡毛峰茶,43,5,1,0,0
八王寺汽水,44,5,1,0,0
坦洋工夫茶,44,5,1,0,0
桂花糖年糕,44,5,1,0,0
椰汁红豆糕,44,5,1,0,0
毛毛虫面包,44,5,1,0,0
生鱼葛菜汤,44,5,1,0,0
上清饮凉茶,45,5,1,0,0
佛山盲公饼,45,5,1,0,0
广州文昌鸡,46,5,1,0,0
海参炖瘦肉,46,5,1,0,0
生爆盐煎肉,47,5,1,0,0
甲基香豆素,47,5,1,0,0
盐酸硫胺素,47,5,1,0,0
灯影牛肉干,48,5,1,0,0
玉米粒罐头,48,5,1,0,0
砂仁羊肉汤,48,5,1,0,0
猪肝菠菜汤,49,5,1,0,0
焦亚硫酸钾,50,5,1,0,0
葡萄糖酸锰,50,5,1,0,0
龙身凤尾虾,50,5,1,0,0
冬瓜鳖裙羹,51,5,1,0,0
太极干巴菌,51,5,1,0,0
姜汁排叉儿,51,5,1,0,0
广汉缠丝兔,51,5,1,0,0
低亚硫酸钠,52,5,1,0,0
恩施玉露茶,52,5,1,0,0
红虾酥心糖,52,5,1,0,0
肉丸胡辣汤,52,5,1,0,0
虎皮毛豆腐,52,5,1,0,0
蜜汁叉烧包,52,5,1,0,0
熏鸡白肚儿,53,5,1,0,0
蟹黄灌汤包,53,5,1,0,0
摩卡冰咖啡,54,5,1,0,0
紫米八宝饭,54,5,1,0,0
绥阳空心面,54,5,1,0,0
麻辣香水鱼,54,5,1,0,0
果酱三明治,55,5,1,0,0
红枣菊花粥,55,5,1,0,0
麻辣牛肉丝,55,5,1,0,0
一卵孵双凤,56,5,1,0,0
凤阳酿豆腐,56,5,1,0,0
台式三杯鸡,56,5,1,0,0
巧克力沙司,56,5,1,0,0
三鲜莲花酥,57,5,1,0,0
木耳炒肉片,57,5,1,0,0
糖醋咕噜肉,57,5,1,0,0
遵义鸡蛋糕,57,5,1,0,0
金奖惠明茶,57,5,1,0,0
松香甘油酯,59,5,1,0,0
糟辣脆皮鱼,59,5,1,0,0
翠坪银针茶,59,5,1,0,0
菊花猪肝汤,59,5,1,0,0
金汉斯烤肉,60,5,1,0,0
泮塘马蹄糕,61,5,1,0,0
肌苷酸二钠,61,5,1,0,0
江米酿鸭子,63,5,1,0,0
麻辣水煮鱼,63,5,1,0,0
古丈毛尖茶,65,5,1,0,0
敬亭绿雪茶,65,5,1,0,0
菊花枸杞茶,65,5,1,0,0
星巴克月饼,66,5,1,0,0
清蒸哈什蚂,66,5,1,0,0
虫草汽锅鸡,66,5,1,0,0
乐而美汉堡,68,5,1,0,0
菠菜鸡蛋汤,68,5,1,0,0
乙酸芳樟酯,69,5,1,0,0
天麻汽锅鸡,69,5,1,0,0
清蒸八宝猪,69,5,1,0,0
猪肝绿豆粥,69,5,1,0,0
鸟苷酸二钠,71,5,1,0,0
鸡汤氽海蚌,71,5,1,0,0
李鸿章杂烩,72,5,1,0,0
抗坏血酸钙,73,5,1,0,0
红枣茯苓粥,73,5,1,0,0
火腿豆焖饭,74,5,1,0,0
咸鱼茄子煲,77,5,1,0,0
华顶云雾茶,79,5,1,0,0
瑞士咖啡人,79,5,1,0,0
酒石酸氢钾,79,5,1,0,0
巧克力泡芙,81,5,1,0,0
萝卜炖羊肉,83,5,1,0,0
川菜回锅肉,84,5,1,0,0
鸡汁土豆泥,84,5,1,0,0
胡萝卜蛋糕,85,5,1,0,0
火腿炖甲鱼,86,5,1,0,0
淡糟香螺片,88,5,1,0,0
红烧五花肉,88,5,1,0,0
黑胡椒牛柳,90,5,1,0,0
枣泥山药糕,91,5,1,0,0
冰糖银耳羹,92,5,1,0,0
邻苯基苯酚,92,5,1,0,0
天下第一包,94,5,1,0,0
轻乳酪蛋糕,95,5,1,0,0
南岳云雾茶,97,5,1,0,0
翠云水煮鱼,97,5,1,0,0
腐皮包黄鱼,97,5,1,0,0
顾渚紫笋茶,97,5,1,0,0
桂平西山茶,99,5,1,0,0
麝香猫咖啡,99,5,1,0,0
苔菜小方烤,103,5,1,0,0
鹌鹑蛋罐头,105,5,1,0,0
谷氨酰胺酶,106,5,1,0,0
三七汽锅鸡,109,5,1,0,0
大理砂锅鱼,111,5,1,0,0
高纤维椰果,111,5,1,0,0
毛峰熏鲥鱼,114,5,1,0,0
昌化山核桃,115,5,1,0,0
太平猴魁茶,116,5,1,0,0
六安瓜片茶,117,5,1,0,0
红芽歪尾桃,120,5,1,0,0
凤翔腊驴肉,121,5,1,0,0
威士忌苏打,124,5,1,0,0
南京雨花茶,125,5,1,0,0
梅干菜烧肉,125,5,1,0,0
亚铁氰化钾,128,5,1,0,0
天然薄荷脑,130,5,1,0,0
毛哥老鸭汤,131,5,1,0,0
硒化卡拉胶,132,5,1,0,0
磷酸氢二钾,135,5,1,0,0
王星记扇子,136,5,1,0,0
酪蛋白钙肽,139,5,1,0,0
玉米汁饮料,140,5,1,0,0
帕尔玛火腿,143,5,1,0,0
清蒸石斑鱼,144,5,1,0,0
乙基香兰素,147,5,1,0,0
扒原壳鲍鱼,147,5,1,0,0
面包改良剂,153,5,1,0,0
江津米花糖,158,5,1,0,0
金针菇罐头,158,5,1,0,0
黑椒牛仔骨,160,5,1,0,0
大理石蛋糕,162,5,1,0,0
清蒸加吉鱼,165,5,1,0,0
甜玉米罐头,167,5,1,0,0
泰山女儿茶,169,5,1,0,0
凤尾鱼罐头,170,5,1,0,0
苯甲酸苄酯,172,5,1,0,0
连城地瓜干,176,5,1,0,0
番茄蛋花汤,181,5,1,0,0
灌汤小笼包,185,5,1,0,0
特级橄榄油,189,5,1,0,0
泡椒墨鱼仔,196,5,1,0,0
腊味煲仔饭,196,5,1,0,0
雀巢淡奶油,196,5,1,0,0
萧山萝卜干,197,5,1,0,0
面粉改良剂,201,5,1,0,0
法国红磨坊,203,5,1,0,0
柠檬酸铁铵,204,5,1,0,0
异麦芽酮糖,206,5,1,0,0
东江盐焗鸡,212,5,1,0,0
异抗坏血酸,222,5,1,0,0
巧克力奶茶,231,5,1,0,0
水分保持剂,232,5,1,0,0
抗坏血酸钠,233,5,1,0,0
六必居酱菜,242,5,1,0,0
电解质饮料,248,5,1,0,0
蓝色珊瑚礁,249,5,1,0,0
单县羊肉汤,250,5,1,0,0
阿拉伯咖啡,260,5,1,0,0
武夷山岩茶,264,5,1,0,0
八角茴香油,269,5,1,0,0
拆烩鲢鱼头,273,5,1,0,0
客家酿豆腐,296,5,1,0,0
鲫鱼豆腐汤,296,5,1,0,0
比利时啤酒,298,5,1,0,0
桂发祥麻花,301,5,1,0,0
面粉处理剂,301,5,1,0,0
烟熏三文鱼,302,5,1,0,0
磷酸二氢钙,304,5,1,0,0
信阳毛尖茶,307,5,1,0,0
桂花糯米藕,323,5,1,0,0
泥鳅钻豆腐,325,5,1,0,0
酸度调节剂,328,5,1,0,0
干煸牛肉丝,343,5,1,0,0
君山银针茶,349,5,1,0,0
土豆烧排骨,355,5,1,0,0
黄山毛峰茶,364,5,1,0,0
磷酸二氢钠,377,5,1,0,0
八公山豆腐,396,5,1,0,0
土耳其咖啡,410,5,1,0,0
磷酸氢二钠,412,5,1,0,0
巧克力慕斯,414,5,1,0,0
武汉热干面,416,5,1,0,0
生姜羊肉汤,417,5,1,0,0
咸蛋蒸肉饼,428,5,1,0,0
生物碳酸钙,450,5,1,0,0
